split,batch_size,microbatch_size,num_microbatches,max_new_tokens,peak_rank0_40gb_mb,peak_rank1_20gb_mb,peak_rank2_10gb_mb,peak_rank3_10gb_mb,avg_rank0_40gb_mb,avg_rank1_20gb_mb,avg_rank2_10gb_mb,avg_rank3_10gb_mb,total_latency_ms,status
"[26, 8, 4, 2]",32,2,16,512,32048,9621,4858,6070,28693,8946,4562,3637,829902.75,ok
"[26, 9, 3, 2]",8,4,2,512,29790,10007,3430,6070,21638,8669,3138,3344,105062.375,ok
"[26, 9, 3, 2]",8,2,4,512,29864,10017,3414,6070,23982,9062,3216,3420,204488.75,ok
"[26, 9, 3, 2]",16,8,2,512,30308,10197,3500,6070,21893,8777,3182,3386,108511.296875,ok
"[26, 9, 3, 2]",16,4,4,512,30414,10223,3502,6070,24276,9153,3245,3447,208167.609375,ok
"[26, 9, 3, 2]",16,2,8,512,30614,10287,3518,4790,26392,9486,3317,3508,406120.1875,ok
"[26, 9, 3, 2]",32,16,2,512,33078,11005,3678,6070,22649,8998,3290,3497,115678.1796875,ok
"[26, 9, 3, 2]",32,8,4,512,31452,10603,3642,4790,24793,9323,3314,3516,215009.8125,ok
"[26, 9, 3, 2]",32,4,8,512,31642,10675,3646,6070,26988,9694,3391,3568,414181.96875,ok
"[26, 9, 3, 2]",32,2,16,512,32048,10791,3686,6070,28667,10006,3471,3637,809685.5,ok
"[26, 9, 4, 1]",8,4,2,512,29790,10007,4514,3730,21612,8670,4085,2364,105096.328125,ok
"[26, 9, 4, 1]",8,2,4,512,29864,10017,4502,3730,23983,9054,4205,2413,204189.5625,ok
"[26, 9, 4, 1]",16,8,2,512,30308,10197,4604,5010,21880,8755,4134,2408,108414.125,ok
"[26, 9, 4, 1]",16,4,4,512,30414,10223,4610,5010,24305,9151,4251,2439,208057.96875,ok
"[26, 9, 4, 1]",16,2,8,512,30594,10287,4634,3730,26435,9512,4360,2473,405922.34375,ok
"[26, 9, 4, 1]",32,16,2,512,33038,11005,4792,5010,22621,8970,4236,2512,115693.828125,ok
"[26, 9, 4, 1]",32,8,4,512,31452,10603,4790,3730,24835,9346,4342,2492,214950.28125,ok
"[26, 9, 4, 1]",32,4,8,512,31642,10675,4822,3730,26990,9718,4460,2515,413616.4375,ok
"[26, 9, 4, 1]",32,2,16,512,32048,10791,4858,5010,28652,9997,4555,2544,809893.375,ok
"[26, 10, 2, 2]",8,4,2,512,29790,11091,2346,4790,21555,9520,2165,3344,102670.4609375,ok
"[26, 10, 2, 2]",8,2,4,512,29864,11123,2326,6070,23907,9951,2202,3408,199527.890625,ok
"[26, 10, 2, 2]",16,8,2,512,30308,11301,2416,4790,21790,9622,2199,3367,106942.953125,ok
"[26, 10, 2, 2]",16,4,4,512,30414,11331,2394,4790,24189,10053,2226,3436,204461.03125,ok
"[26, 10, 2, 2]",16,2,8,512,30594,11403,2404,6070,26384,10489,2278,3515,396779.21875,ok
"[26, 10, 2, 2]",32,16,2,512,33038,12225,2618,4790,22494,9817,2294,3473,112905.15625,ok
"[26, 10, 2, 2]",32,8,4,512,31452,11751,2494,6070,24715,10258,2283,3514,209877.15625,ok
"[26, 10, 2, 2]",32,4,8,512,31642,11831,2490,6070,26917,10687,2322,3562,403402.5,ok
"[26, 10, 2, 2]",32,2,16,512,32048,11983,2514,4790,28627,11055,2378,3635,790010.5625,ok
"[26, 10, 3, 1]",8,4,2,512,29790,11091,3430,5010,21514,9552,3149,2383,102531.5546875,ok
"[26, 10, 3, 1]",8,2,4,512,29864,11123,3414,5010,23958,9976,3212,2417,199302.9375,ok
"[26, 10, 3, 1]",16,8,2,512,30308,11301,3500,5010,21780,9645,3179,2412,105931.7265625,ok
"[26, 10, 3, 1]",16,4,4,512,30414,11331,3502,3730,24226,10075,3241,2435,204744.3125,ok
"[26, 10, 3, 1]",16,2,8,512,30594,11403,3518,5010,26313,10492,3321,2471,396166.96875,ok
"[26, 10, 3, 1]",32,16,2,512,33078,12225,3678,5010,22492,9742,3272,2509,112855.828125,ok
"[26, 10, 3, 1]",32,8,4,512,31452,11751,3642,5010,24716,10286,3313,2488,209614.65625,ok
"[26, 10, 3, 1]",32,4,8,512,31642,11831,3646,5010,26933,10709,3393,2513,404024.125,ok
"[26, 10, 3, 1]",32,2,16,512,32048,11965,3686,3730,28602,11053,3466,2542,790282.1875,ok
"[26, 10, 4, 0]",8,4,2,512,29790,11091,4514,2670,21552,9558,4107,1367,102477.59375,ok
"[26, 10, 4, 0]",8,2,4,512,29864,11123,4502,2670,23898,9974,4208,1388,198983.171875,ok
"[26, 10, 4, 0]",16,8,2,512,30308,11301,4604,3950,21824,9673,4142,1408,105894.0703125,ok
"[26, 10, 4, 0]",16,4,4,512,30414,11331,4610,3950,24508,10109,4249,1391,202627.90625,ok
"[26, 10, 4, 0]",16,2,8,512,30594,11403,4634,3950,26338,10475,4358,1409,395385.125,ok
"[26, 10, 4, 0]",32,16,2,512,33078,12225,4792,3950,22471,9831,4230,1390,112751.9609375,ok
"[26, 10, 4, 0]",32,8,4,512,31452,11751,4790,2670,24714,10265,4331,1402,209501.203125,ok
"[26, 10, 4, 0]",32,4,8,512,31642,11831,4822,2670,26921,10715,4455,1428,403098.15625,ok
"[26, 10, 4, 0]",32,2,16,512,32048,11983,4858,2670,28591,11055,4556,1425,787974.4375,ok
"[27, 7, 4, 2]",8,4,2,512,30874,7839,4514,6070,22312,6953,4104,3357,106215.484375,ok
"[27, 7, 4, 2]",8,2,4,512,30952,7841,4502,6070,24799,7186,4209,3417,206604.390625,ok
"[27, 7, 4, 2]",16,8,2,512,31412,7989,4604,6070,22606,6995,4141,3383,109727.4453125,ok
"[27, 7, 4, 2]",16,4,4,512,31502,8007,4610,4790,25148,7280,4259,3454,210352.953125,ok
"[27, 7, 4, 2]",16,2,8,512,31708,8055,4634,6070,27324,7496,4363,3517,410246.8125,ok
"[27, 7, 4, 2]",32,16,2,512,34298,8615,4792,6070,23295,7158,4238,3485,117160.953125,ok
"[27, 7, 4, 2]",32,8,4,512,32600,8307,4790,6070,25667,7401,4339,3520,217296.171875,ok
"[27, 7, 4, 2]",32,4,8,512,32798,8345,4822,6070,27949,7670,4461,3574,418527.09375,ok
"[27, 7, 4, 2]",32,2,16,512,33220,8467,4858,6070,29625,7872,4562,3637,817583.4375,ok
"[27, 8, 3, 2]",8,4,2,512,30874,8923,3430,6070,22221,7825,3136,3345,103584.0625,ok
"[27, 8, 3, 2]",8,2,4,512,30952,8927,3416,4790,24689,8132,3214,3416,201645.53125,ok
"[27, 8, 3, 2]",16,8,2,512,31412,9093,3500,4790,22541,7888,3174,3378,107600.7890625,ok
"[27, 8, 3, 2]",16,4,4,512,31502,9115,3502,6070,25002,8206,3242,3443,205921.203125,ok
"[27, 8, 3, 2]",16,2,8,512,31708,9171,3518,6070,27237,8493,3319,3512,400136.84375,ok
"[27, 8, 3, 2]",32,16,2,512,34298,9835,3678,6070,23257,8085,3281,3489,114249.796875,ok
"[27, 8, 3, 2]",32,8,4,512,32600,9455,3642,6070,25612,8384,3321,3522,212973.65625,ok
"[27, 8, 3, 2]",32,4,8,512,32818,9499,3646,4790,27860,8681,3395,3568,407840.375,ok
"[27, 8, 3, 2]",32,2,16,512,33220,9621,3686,6070,29602,8934,3468,3634,797622.75,ok
"[27, 8, 4, 1]",8,4,2,512,30874,8923,4514,5010,22198,7827,4096,2375,103314.421875,ok
"[27, 8, 4, 1]",8,2,4,512,30952,8927,4502,3730,24684,8138,4207,2416,201099.78125,ok
"[27, 8, 4, 1]",16,8,2,512,31412,9093,4604,5010,22512,7908,4146,2413,106876.84375,ok
"[27, 8, 4, 1]",16,4,4,512,31502,9115,4610,5010,25049,8216,4250,2438,204776.421875,ok
"[27, 8, 4, 1]",16,2,8,512,31708,9171,4634,5010,27259,8504,4360,2471,399791.375,ok
"[27, 8, 4, 1]",32,16,2,512,34298,9835,4792,5010,23301,8097,4251,2519,113968.6875,ok
"[27, 8, 4, 1]",32,8,4,512,32600,9455,4790,5010,25563,8346,4327,2485,211751.640625,ok
"[27, 8, 4, 1]",32,4,8,512,32798,9499,4822,3730,27847,8671,4452,2511,408346.28125,ok
"[27, 8, 4, 1]",32,2,16,512,33220,9621,4858,5010,29598,8932,4557,2543,796687.0,ok
"[27, 9, 2, 2]",8,4,2,512,30874,10007,2346,6070,22125,8701,2167,3349,100806.3359375,ok
"[27, 9, 2, 2]",8,2,4,512,30952,10017,2326,6070,24725,9061,2207,3419,198980.609375,ok
"[27, 9, 2, 2]",16,8,2,512,31412,10197,2416,4790,22437,8771,2201,3380,103875.84375,ok
"[27, 9, 2, 2]",16,4,4,512,31502,10223,2394,6070,24934,9133,2228,3438,202333.671875,ok
"[27, 9, 2, 2]",16,2,8,512,31708,10287,2404,6070,27163,9475,2273,3508,390161.84375,ok
"[27, 9, 2, 2]",32,16,2,512,34298,11005,2618,6070,23125,8967,2297,3483,111134.171875,ok
"[27, 9, 2, 2]",32,8,4,512,32600,10603,2494,4790,25474,9316,2286,3511,206342.828125,ok
"[27, 9, 2, 2]",32,4,8,512,32798,10675,2490,6070,27741,9687,2323,3567,397604.40625,ok
"[27, 9, 2, 2]",32,2,16,512,33220,10791,2514,4790,29571,9990,2374,3626,777667.6875,ok
"[27, 9, 3, 1]",8,4,2,512,30874,10007,3430,5010,22119,8672,3131,2369,100787.5625,ok
"[27, 9, 3, 1]",8,2,4,512,30952,10017,3414,3730,24626,9059,3205,2410,196169.109375,ok
"[27, 9, 3, 1]",16,8,2,512,31412,10197,3500,5010,22473,8803,3185,2417,104181.6171875,ok
"[27, 9, 3, 1]",16,4,4,512,31502,10223,3502,5010,24919,9154,3250,2440,199868.953125,ok
"[27, 9, 3, 1]",16,2,8,512,31708,10287,3518,5010,27174,9491,3319,2470,390315.625,ok
"[27, 9, 3, 1]",32,16,2,512,34298,11005,3678,5010,23121,8958,3275,2510,111075.1640625,ok
"[27, 9, 3, 1]",32,8,4,512,32600,10603,3642,5010,25517,9331,3315,2490,206653.0,ok
"[27, 9, 3, 1]",32,4,8,512,32798,10675,3646,5010,27803,9699,3394,2513,397764.25,ok
"[27, 9, 3, 1]",32,2,16,512,33220,10791,3686,5010,29564,9996,3466,2543,777664.0625,ok
"[27, 9, 4, 0]",8,4,2,512,30874,10007,4514,3950,22134,8689,4100,1367,100695.5546875,ok
"[27, 9, 4, 0]",8,2,4,512,30952,10015,4502,3950,24668,9061,4210,1390,195868.5625,ok
"[27, 9, 4, 0]",16,8,2,512,31412,10197,4604,3950,22434,8781,4144,1372,104103.859375,ok
"[27, 9, 4, 0]",16,4,4,512,31502,10223,4610,3950,24952,9149,4249,1391,199720.140625,ok
"[27, 9, 4, 0]",16,2,8,512,31708,10287,4634,3950,27191,9485,4357,1410,389855.75,ok
"[27, 9, 4, 0]",32,16,2,512,34298,11005,4792,3950,23174,8968,4228,1392,111163.1328125,ok
"[27, 9, 4, 0]",32,8,4,512,32600,10603,4790,3950,25486,9318,4329,1403,206547.46875,ok
"[27, 9, 4, 0]",32,4,8,512,32818,10675,4822,3950,27783,9691,4450,1428,397477.125,ok
"[27, 9, 4, 0]",32,2,16,512,33220,10791,4858,2670,29559,9994,4555,1426,776509.75,ok
"[27, 10, 2, 1]",8,4,2,512,30874,11091,2346,5010,22118,9534,2166,2376,98418.765625,ok
"[27, 10, 2, 1]",8,2,4,512,30952,11123,2326,5010,24589,9958,2205,2415,191400.125,ok
"[27, 10, 2, 1]",16,8,2,512,31412,11301,2416,3730,22306,9614,2196,2399,101602.3515625,ok
"[27, 10, 2, 1]",16,4,4,512,31502,11331,2394,5010,24856,10064,2230,2434,194933.859375,ok
"[27, 10, 2, 1]",16,2,8,512,31708,11403,2404,5010,27126,10476,2276,2470,380213.09375,ok
"[27, 10, 2, 1]",32,16,2,512,34298,12225,2618,5010,23010,9817,2289,2500,108282.984375,ok
"[27, 10, 2, 1]",32,8,4,512,32600,11751,2494,5010,25412,10269,2284,2488,201474.484375,ok
"[27, 10, 2, 1]",32,4,8,512,32798,11831,2490,5010,27693,10686,2322,2509,387611.46875,ok
"[27, 10, 2, 1]",32,2,16,512,33220,11965,2514,5010,29507,11038,2372,2541,758053.8125,ok
"[27, 10, 3, 0]",8,4,2,512,30874,11091,3430,3950,22145,9551,3140,1367,98266.125,ok
"[27, 10, 3, 0]",8,2,4,512,30952,11123,3414,3950,24527,9962,3210,1389,191352.234375,ok
"[27, 10, 3, 0]",16,8,2,512,31412,11301,3500,3950,22385,9641,3182,1374,101511.5078125,ok
"[27, 10, 3, 0]",16,4,4,512,31502,11331,3502,3950,24808,10067,3240,1391,194824.875,ok
"[27, 10, 3, 0]",16,2,8,512,31708,11403,3518,3950,27095,10469,3317,1410,379630.09375,ok
"[27, 10, 3, 0]",32,16,2,512,34298,12225,3678,3950,23048,9811,3268,1388,108272.96875,ok
"[27, 10, 3, 0]",32,8,4,512,32600,11751,3642,3950,25344,10240,3300,1400,201263.921875,ok
"[27, 10, 3, 0]",32,4,8,512,32798,11831,3646,3950,27695,10692,3388,1427,387472.0,ok
"[27, 10, 3, 0]",32,2,16,512,33220,11983,3686,2670,29479,11043,3464,1424,757435.4375,ok
"[28, 6, 4, 2]",8,4,2,512,31958,6755,4514,6070,22957,6053,4106,3357,104707.3046875,ok
"[28, 6, 4, 2]",8,2,4,512,32060,6771,4502,4790,25531,6244,4213,3421,203748.765625,ok
"[28, 6, 4, 2]",16,8,2,512,32516,6885,4604,4790,23227,6084,4136,3379,108031.5546875,ok
"[28, 6, 4, 2]",16,4,4,512,32630,6899,4610,6070,25860,6303,4260,3454,207419.328125,ok
"[28, 6, 4, 2]",16,2,8,512,32846,6939,4634,6070,28194,6487,4363,3517,408006.9375,ok
"[28, 6, 4, 2]",32,16,2,512,35478,7327,4792,6070,24024,6218,4234,3483,115448.2734375,ok
"[28, 6, 4, 2]",32,8,4,512,33748,7159,4790,4790,26380,6411,4334,3516,214364.140625,ok
"[28, 6, 4, 2]",32,4,8,512,33974,7187,4822,6070,28744,6608,4452,3567,412550.5625,ok
"[28, 6, 4, 2]",32,2,16,512,34412,7275,4858,6070,30644,6796,4557,3634,807334.75,ok
"[28, 7, 3, 2]",8,4,2,512,31958,7839,3430,6070,22868,6974,3155,3362,102123.5,ok
"[28, 7, 3, 2]",8,2,4,512,32060,7841,3414,6070,25377,7075,3158,3685,198716.296875,ok
"[28, 7, 3, 2]",16,8,2,512,32516,7989,3500,4790,23166,6994,3175,3377,105543.21875,ok
"[28, 7, 3, 2]",16,4,4,512,32630,8007,3502,4790,25698,7239,3236,3439,202504.453125,ok
"[28, 7, 3, 2]",16,2,8,512,32846,8055,3518,4790,28080,7489,3319,3511,394914.03125,ok
"[28, 7, 3, 2]",32,16,2,512,35478,8615,3678,6070,23915,7182,3285,3493,112561.0234375,ok
"[28, 7, 3, 2]",32,8,4,512,33748,8307,3642,6070,26310,7380,3309,3510,209297.328125,ok
"[28, 7, 3, 2]",32,4,8,512,33974,8345,3646,4790,28667,7647,3392,3566,402435.9375,ok
"[28, 7, 3, 2]",32,2,16,512,34412,8467,3686,6070,30563,7860,3467,3632,787005.0625,ok
"[28, 7, 4, 1]",8,4,2,512,31958,7839,4514,5010,22829,6954,4106,2380,102148.671875,ok
"[28, 7, 4, 1]",8,2,4,512,32060,7841,4502,5010,25464,7205,4218,2422,198756.828125,ok
"[28, 7, 4, 1]",16,8,2,512,32516,7989,4604,3730,23155,7009,4139,2409,105513.5234375,ok
"[28, 7, 4, 1]",16,4,4,512,32630,8007,4610,5010,25739,7258,4252,2438,202571.46875,ok
"[28, 7, 4, 1]",16,2,8,512,32846,8055,4634,5010,28063,7493,4357,2470,394894.09375,ok
"[28, 7, 4, 1]",32,16,2,512,35478,8615,4792,5010,23904,7166,4242,2512,112541.34375,ok
"[28, 7, 4, 1]",32,8,4,512,33748,8307,4790,5010,26317,7391,4331,2487,209152.609375,ok
"[28, 7, 4, 1]",32,4,8,512,33974,8345,4822,5010,28700,7656,4455,2514,402902.09375,ok
"[28, 7, 4, 1]",32,2,16,512,34412,8467,4858,5010,30581,7866,4557,2545,788169.4375,ok
"[28, 8, 2, 2]",8,4,2,512,31958,8923,2346,6070,22747,7842,2169,3351,99713.671875,ok
"[28, 8, 2, 2]",8,2,4,512,32060,8927,2326,6070,25318,8142,2210,3422,193917.5625,ok
"[28, 8, 2, 2]",16,8,2,512,32516,9093,2416,4790,23039,7882,2194,3374,102981.3671875,ok
"[28, 8, 2, 2]",16,4,4,512,32630,9115,2394,6070,25640,8209,2228,3444,197601.5,ok
"[28, 8, 2, 2]",16,2,8,512,32846,9171,2404,6070,28040,8493,2275,3514,385768.90625,ok
"[28, 8, 2, 2]",32,16,2,512,35518,9835,2618,4790,23798,8056,2295,3465,109995.90625,ok
"[28, 8, 2, 2]",32,8,4,512,33748,9455,2494,6070,26196,8347,2282,3510,204201.921875,ok
"[28, 8, 2, 2]",32,4,8,512,33974,9499,2490,4790,28601,8658,2321,3560,392784.3125,ok
"[28, 8, 2, 2]",32,2,16,512,34412,9621,2514,6070,30528,8930,2375,3633,769322.5625,ok
"[28, 8, 3, 1]",8,4,2,512,31958,8923,3430,5010,22807,7843,3145,2379,100000.6640625,ok
"[28, 8, 3, 1]",8,2,4,512,32060,8927,3416,3730,25344,8113,3204,2406,194368.4375,ok
"[28, 8, 3, 1]",16,8,2,512,32516,9093,3500,3730,23032,7929,3180,2412,103123.25,ok
"[28, 8, 3, 1]",16,4,4,512,32630,9115,3502,3730,25624,8195,3240,2433,198055.71875,ok
"[28, 8, 3, 1]",16,2,8,512,32846,9171,3518,3730,28021,8482,3313,2465,386005.0,ok
"[28, 8, 3, 1]",32,16,2,512,35478,9835,3678,3730,23792,8049,3263,2499,109974.3203125,ok
"[28, 8, 3, 1]",32,8,4,512,33748,9455,3642,5010,26239,8371,3313,2488,204545.328125,ok
"[28, 8, 3, 1]",32,4,8,512,33974,9499,3646,3730,28674,8662,3388,2509,393483.84375,ok
"[28, 8, 3, 1]",32,2,16,512,34412,9621,3686,5010,30515,8925,3463,2543,770471.0625,ok
"[28, 8, 4, 0]",8,4,2,512,31958,8923,4514,3950,22809,7834,4096,1365,99957.90625,ok
"[28, 8, 4, 0]",8,2,4,512,32060,8927,4502,3950,25253,8135,4192,1390,194055.390625,ok
"[28, 8, 4, 0]",16,8,2,512,32516,9093,4604,3950,23028,7914,4140,1372,103160.921875,ok
"[28, 8, 4, 0]",16,4,4,512,32630,9115,4610,3950,25698,8218,4249,1392,200823.703125,ok
"[28, 8, 4, 0]",16,2,8,512,32846,9171,4634,2670,28004,8485,4348,1407,386279.75,ok
"[28, 8, 4, 0]",32,16,2,512,35518,9835,4792,3950,23813,8082,4237,1392,110156.0859375,ok
"[28, 8, 4, 0]",32,8,4,512,33748,9455,4790,2670,26189,8357,4328,1401,204631.234375,ok
"[28, 8, 4, 0]",32,4,8,512,33974,9499,4822,3950,28631,8654,4442,1426,393870.84375,ok
"[28, 8, 4, 0]",32,2,16,512,34412,9621,4858,3950,30535,8930,4551,1426,769893.125,ok
"[28, 9, 2, 1]",8,4,2,512,31958,10007,2346,3730,22674,8674,2167,2374,97545.96875,ok
"[28, 9, 2, 1]",8,2,4,512,32060,10015,2326,3730,25303,9057,2207,2416,189622.96875,ok
"[28, 9, 2, 1]",16,8,2,512,32516,10197,2416,5010,22964,8791,2203,2413,100659.046875,ok
"[28, 9, 2, 1]",16,4,4,512,32630,10223,2394,5010,25527,9114,2224,2427,193059.140625,ok
"[28, 9, 2, 1]",16,2,8,512,32846,10287,2404,5010,27986,9473,2272,2467,376944.0625,ok
"[28, 9, 2, 1]",32,16,2,512,35478,11005,2618,3730,23678,8953,2290,2500,107379.6640625,ok
"[28, 9, 2, 1]",32,8,4,512,33748,10603,2494,5010,26141,9287,2283,2483,199684.109375,ok
"[28, 9, 2, 1]",32,4,8,512,33974,10675,2490,5010,28552,9662,2319,2506,384081.125,ok
"[28, 9, 2, 1]",32,2,16,512,34412,10791,2514,5010,30471,9982,2373,2542,751338.8125,ok
"[28, 9, 3, 0]",8,4,2,512,31958,10007,3430,3950,22693,8703,3143,1367,97528.7578125,ok
"[28, 9, 3, 0]",8,2,4,512,32060,10017,3416,3950,25243,9062,3211,1389,189273.46875,ok
"[28, 9, 3, 0]",16,8,2,512,32516,10197,3500,3950,22967,8763,3170,1368,100817.78125,ok
"[28, 9, 3, 0]",16,4,4,512,32630,10223,3502,3950,25534,9140,3240,1390,192872.796875,ok
"[28, 9, 3, 0]",16,2,8,512,32846,10287,3518,3950,27949,9480,3316,1410,376214.1875,ok
"[28, 9, 3, 0]",32,16,2,512,35478,11005,3678,2670,23697,8945,3258,1385,107272.0078125,ok
"[28, 9, 3, 0]",32,8,4,512,33748,10603,3642,3950,26118,9311,3312,1404,199425.484375,ok
"[28, 9, 3, 0]",32,4,8,512,33974,10675,3646,3950,28513,9664,3382,1425,383373.71875,ok
"[28, 9, 3, 0]",32,2,16,512,34412,10791,3686,3950,30457,9982,3463,1425,750606.4375,ok
"[28, 10, 1, 1]",8,4,2,512,31958,11091,1282,5010,22653,9466,1175,2381,94984.6640625,ok
"[28, 10, 1, 1]",8,2,4,512,32060,11123,1258,5010,25199,9955,1186,2413,184943.046875,ok
"[28, 10, 1, 1]",16,8,2,512,32516,11301,1352,5010,22876,9613,1201,2401,98349.828125,ok
"[28, 10, 1, 1]",16,4,4,512,32630,11331,1286,3730,25467,10054,1207,2430,188451.0,ok
"[28, 10, 1, 1]",16,2,8,512,32846,11403,1286,5010,27891,10453,1220,2466,367096.1875,ok
"[28, 10, 1, 1]",32,16,2,512,35518,12225,1494,5010,23675,9836,1269,2501,104578.6796875,ok
"[28, 10, 1, 1]",32,8,4,512,33748,11751,1366,5010,26017,10234,1255,2480,194418.15625,ok
"[28, 10, 1, 1]",32,4,8,512,33974,11831,1338,5010,28454,10662,1250,2505,374000.25,ok
"[28, 10, 1, 1]",32,2,16,512,34412,11965,1342,5010,30411,11033,1279,2540,731387.8125,ok
"[28, 10, 2, 0]",8,4,2,512,31958,11091,2346,3950,22614,9535,2165,1366,94844.7265625,ok
"[28, 10, 2, 0]",8,2,4,512,32060,11123,2326,2670,25133,9957,2203,1386,184357.296875,ok
"[28, 10, 2, 0]",16,8,2,512,32516,11301,2416,3950,22824,9661,2202,1374,98046.1875,ok
"[28, 10, 2, 0]",16,4,4,512,32630,11331,2394,2670,25436,10038,2226,1387,187964.8125,ok
"[28, 10, 2, 0]",16,2,8,512,32846,11403,2404,3950,27865,10456,2271,1409,366660.1875,ok
"[28, 10, 2, 0]",32,16,2,512,35478,12225,2618,3950,23565,9816,2288,1387,104587.0546875,ok
